,participant,original_text,text,label
559,2, yes you can,yes you can,like_project_month
560,1," So, there are no rights or anything as such from your organization, if I work on these projects and then add it on my repo",so there be no right or anything as such from your organization if work on these project and then add it on my repo,like_project_month
561,1, after taking the subscription,after take the subscription,pay_subscription_month
562,2, no there is nothing like copy right,no there be nothing like copy right,like_project_month
563,2, let me help you,let I help you,like_project_month
565,2, May i have your email address ?,may have your email address,click_address_email_password
566,1," Okay, can we schedule it on Friday?",okay can we schedule it on friday,schedule_session_pm_today
568,2, can we do it today if possible,can we do it today if possible,schedule_session_pm_today
569,2, we have amazing offers goingni.. oinly for today,we have amazing offer goingni oinly for today,help_discount_price
570,1, I cannot guarantee for today because I need to go for my shift in sometime.,can not guarantee for today because need to go for my shift in sometime,schedule_session_pm_today
573,2, what time ?,what time,time_time_today
574,2, on friday or tomm ?,on friday or tomm,time_time_tomorrow_pm
575,1, 11:00 AM EST on Friday,be est on friday,time_time_tomorrow_pm
577,2, fine,fine,like_project_month
578,2, i will ask my team to send you an invite,will ask my team to send you an invite,send_invite_team_calendar
579,1, thankyou,thankyou,thank_dear_pdf
580,2, Your welcome,your welcome,welcome
581,2, My team nhas sent the invite .. pls accept the same,my team nhas send the invite pls accept the same,send_invite_team_calendar
582,1, I don't have any invite yet in my inbox,do not have any invite yet in my inbox,send_email_team
583,1, okay got it,okay get it,like_project_month
588,1, what's the price for it?,what the price for it,look_price_fee
591,2, Personal Annual Plan : $ 960,personal annual plan,plan_plan_year
592,2, we have discount offers if you enroll now,we have discount offer if you enroll now,help_discount_price
594,1, oh Ok. I think the price is too high to me.,oh ok think the price be too high to I,look_price_fee
595,1, Thanks.,thank,thank_thank_ohkk
596,2, are you a student ?,be you student,enrol_course_student
597,2, or working professional,or work professional,like_project_month
598,1, student,student,student_yr
599,2, we have discounts for studnet,we have discount for studnet,help_discount_price
601,1, The total price would be over 1000. I think it's way above what I could considering for,the total price would be over think its way above what could consider for,like_project_month
603,2, for students It will be $ 619,for student it will be,student_yr
604,2, which applicabke for today and tomm,which applicabke for today and tomm,time_time_today
605,1, Do you have any one month subscription?,do you have any one month subscription,pay_subscription_month
606,2, no.. we do not have monthly plans,no we do not have monthly plan,provide_plan_month_payment
607,2, but we have emi options with affirm,but we have emi option with affirm,pay_card_emi_cost
608,2, it depends on your credit history,it depend on your credit history,depend_score_credit_history
609,1, I still feel the price is too high to me. But thanks for providing me the info.,still feel the price be too high to I but thank for provide I the info,look_price_fee
611,2, how much can you afford?,how much can you afford,look_price_fee
612,1," I'm looking for something that can help me improve my project section on resume. I feel like if the price is over $100, it's gonna be hard..",look for something that can help I improve my project section on resume feel like if the price be over its go to be hard,like_project_month
614,2, we can help you with building project portfolio,we can help you with building project portfolio,like_project_month
615,2, but we do not have such low pricing,but we do not have such low pricing,like_project_month
616,2, The best i can try to get an approval for $ 519 ... only if you enroll now ...,the good can try to get an approval for only if you enroll now,like_project_month
617,1," I understand. But since I only need at most 2 projects to shown on resume. So for this price, I think I'll just seeking for other ecources",understand but since only need at most project to show on resume so for this price think ill just seek for other ecource,like_project_month
623,1, how can i make payment in indian rupees,how can make payment in indian rupee,like_project_month
625,2, will help you,will help you,like_project_month
626,1, rashmi borgohain,rashmi borgohain,anjali_vishnani_amarendar_fazila
627,2, you want to pay single shot or EMI,you want to pay single shot or emi,pay_card_emi_cost
628,1, single shot,single shot,like_project_month
629,2, i will give you the link,will give you the link,share_link_thse
631,1, do you have free trial period,do you have free trial period,like_project_month
632,2, 12 Months access is for 64800/- post discount its 59800/-,month access be for post discount its,like_project_month
