participant,original_text,text,label,label_number,type
2,if you are interetsed let me know,interetse let know,cost_discussion,2,Response
2,will provide the payment link,provide payment link,enrollment,7,Response
1,Is it final? I was expecting it around 30k..,final expect around ok,cost_discussion,2,Query
2,this is final and valid till 31/05,final valid till,cost_discussion,2,Response
1,Ok..let me know if 36k (3k per month) works..otherwise it will be too costly for me..,oklet know ok ok per month worksotherwise costly,cost_discussion,2,Query
2,sorry,sorry,cost_discussion,2,Response
2,not possible,possible,cost_discussion,2,Response
1,"ok, pls share payment link for atleast this price..I can think over it and pay",ok pls share payment link atleast pricei think pay,enrollment,7,Response
2,how do you want to pay,want pay,enrollment,7,Query
1,cc,cc,other,11,Response
2,provide me your contact number,provide contact number,provide_contact,12,Query
2,our team will send the link,team send link,send_email,10,Response
2,send,send,send_email,10,Response
1,"Hi, is there an offer going on right now?",hi offer go right,discount,5,Query
1,$533 off for next 24 hours,next hour,discount,5,Response
2,valid only for today,valid today,cost_discussion,2,Response
1,What's the fees after that?,fee,cost_discussion,2,Query
2,84000/- for 12 months access post discount it is 44000/-,month access post discount,discount,5,Response
2,44000/- for 12 months access with 12 no cost emi,month access cost emi,cost_discussion,2,Response
1,Will the emi be through credit card?,emi credit card,cost_discussion,2,Query
2,credit/if you are eligible for a debit also you can have,creditif eligible debit also,cost_discussion,2,Response
1,Okay.,okay,agree,4,Response
1,Will I have to sign any loan application for this? I don't want to apply for any loan or anything and don't want it to show up on my civil,sign loan application want apply loan anything want show civil,cost_discussion,2,Query
1,Cibil,cibil,cost_discussion,2,Response
2,do you have a credit card,credit card,cost_discussion,2,Query
1,What's the process then?,process,cost_discussion,2,Query
2,we will send you a payment link,send payment link,enrollment,7,Response
1,Also is 44k is the final amount for 12 months or is there any other discount possible?,also ok final amount month discount possible,discount,5,Query
2,no further disocunt on that,disocunt,discount,5,Response
1,Payment link for first emi?,payment link first emi,enrollment,7,Query
2,total amt will be converted into emi on your credit card,total amt convert emi credit card,cost_discussion,2,Response
2,which credit card do you use,credit card use,cost_discussion,2,Query
1,I want to use debit card,want use debit card,cost_discussion,2,Response
2,i will send the link if you are eligible you will get the emi,send link eligible get emi,cost_discussion,2,Query
2,see debit emi is a pre approved emi,see debit emi pre approve emi,cost_discussion,2,Response
2,so cant assure you that if you are eligible or not,assure eligible,cost_discussion,2,Response
2,what is the total expoerience that you are having,total expoerience,client_info,6,Query
1,I see. Let me talk to my husband then,see let talk husband,cost_discussion,2,Response
2,can i get your contact number,get contact number,provide_contact,12,Query
1,I will get back to this chat.,get back chat,will_get_back,15,Response
1,hi can you send me a link for,hi send link,project_want,8,Query
2,decision tree classifier python?,decision tree classifi python,project_want,8,Query
2,by mistake i disconnect the session,mistake disconnect session,trial_demo_discussion,3,Response
2,you need to enroll with us,need enroll,project_information,1,Response
2,ok i will enroll tommrow i just want to see the page,ok enroll tommrow want see page,project_information,1,Response
2,like this,like,project_information,1,Response
2,let me arrange a demo,let arrange demo,trial_demo_discussion,3,Response
2,i just want to see the page,want see page,project_information,1,Response
2,will walk you through the platform project,walk platform project,trial_demo_discussion,3,Response
2,you can send me the link,send link,send_email,10,Response
2,to my email,email,send_email,10,Response
2,sharing,share,send_email,10,Response
2,2 minutes,minute,other,11,Response
2,many thx,many thx,agree,4,Response
2,great that exactly what I want,great exactly want,project_want,8,Response
2,if i enroll  how can connect an expert ?,enroll connect expert,project_information,1,Query
2,we have that option,option,project_information,1,Response
2,you need to raise a request with your query and we will connect you to the industry expert,need raise request query connect industry expert,project_information,1,Response
2,with in 72 hours,hour,project_information,1,Response
2,where i raise the query?,raise query,project_information,1,Query
2,we have a chat box once you enroll you can see,chat box enroll see,project_information,1,Response
2,with in the platform,platform,project_information,1,Response
2,ok thx great,ok thx great,agree,4,Response
2,6 months for 1080$,month,cost_discussion,2,Response
2,i will take six month,take six month,cost_discussion,2,Response
2,6 month dont have any support,month support,cost_discussion,2,Response
2,if you are enrolling now  today,enrol today,cost_discussion,2,Response
2,i can help you with month end discounts,help month end discount,discount,5,Response
2,12 months 1260$,month,cost_discussion,2,Response
2,discounted price will be 880$,discount price,discount,5,Response
2,if you enroll today,enroll today,enrollment,7,Response
2,in next 4 to 5 hours,next hour,enrollment,7,Response
2,if you are enrolling tomorrow you you need to pay the actual amt.,enrol tomorrow need pay actual amt,enrollment,7,Response
2,my credit limit will be free only tomrrow moring,credit limit free tomrrow,cost_discussion,2,Response
2,discounts are applicable only on 12 months access,discount applicable month access,discount,5,Response
2,i will provide you the payment link,provide payment link,enrollment,7,Response
2,you can pay as early as possible,pay early possible,enrollment,7,Response
2,ok great,ok great,agree,4,Response
2,sent it to my email,send email,send_email,10,Response
2,outr team will do that,outr team,send_email,10,Response
2,another last small question,another last small question,project_information,1,Query
2,Do you have a Data science project with a classification,data science project classification,project_information,1,Query
